Body Type,Event Type,Preferred Colors,Season,Fabric Type,Gender,Price Range,Occasion Suitability Score,Style Category
Hourglass,Formal,"['Black', 'Neutral']",Spring,Cotton,Male,Mid-range,6.8,Business Casual
Inverted Triangle,Formal,['Green'],Fall,Cotton,Male,Mid-range,7.8,Business Casual
Rectangle,Formal,"['White', 'Blue', 'Neutral']",Summer,Cotton,Unisex,Budget,1.5,Formal
Pear,Party,['White'],Spring,Cotton,Male,Luxury,4.0,Business Casual
Rectangle,Party,['Silver'],Spring,Silk,Female,Mid-range,6.2,Glam
Pear,Wedding,"['Green', 'Neutral', 'Red']",Fall,Polyester,Male,Mid-range,8.4,Formal
Oval,Party,"['Black', 'Neutral', 'Gold']",Spring,Cotton,Unisex,Budget,1.5,Formal
Inverted Triangle,Casual,"['Gold', 'Blue']",Winter,Denim,Unisex,Budget,9.2,Bohemian
Pear,Casual,"['White', 'Neutral']",Summer,Silk,Male,Budget,9.1,Streetwear
Inverted Triangle,Wedding,['Silver'],Summer,Cotton,Male,Luxury,3.1,Business Casual
Pear,Business,"['Blue', 'Silver']",Summer,Silk,Female,Mid-range,2.1,Streetwear
Hourglass,Business,['Red'],Summer,Polyester,Female,Budget,5.1,Streetwear
Pear,Formal,['Black'],Winter,Wool,Unisex,Mid-range,8.0,Formal
Oval,Casual,"['Red', 'Blue', 'Neutral']",Summer,Silk,Male,Luxury,5.8,Business Casual
Oval,Formal,['Black'],Spring,Cotton,Unisex,Luxury,8.9,Glam
Pear,Formal,"['Blue', 'Green', 'White']",Summer,Cotton,Female,Budget,9.2,Formal
Inverted Triangle,Casual,['Green'],Fall,Silk,Male,Mid-range,5.6,Formal
Rectangle,Party,"['White', 'Silver', 'Red']",Fall,Cotton,Unisex,Budget,2.1,Business Casual
Rectangle,Formal,"['White', 'Green', 'Blue']",Winter,Wool,Male,Mid-range,1.1,Formal
Inverted Triangle,Formal,"['Black', 'Red', 'Green']",Summer,Cotton,Female,Budget,1.9,Formal
Inverted Triangle,Wedding,['Black'],Fall,Silk,Female,Budget,3.4,Business Casual
Pear,Casual,"['Red', 'Black']",Winter,Wool,Unisex,Mid-range,1.5,Streetwear
Inverted Triangle,Party,['Green'],Fall,Silk,Male,Budget,6.8,Streetwear
Hourglass,Business,"['Red', 'Silver']",Spring,Cotton,Female,Mid-range,3.0,Glam
Rectangle,Business,['Neutral'],Spring,Cotton,Male,Budget,6.4,Glam
Hourglass,Business,['White'],Fall,Cotton,Female,Mid-range,4.8,Glam
Inverted Triangle,Casual,"['Neutral', 'Red', 'Gold']",Winter,Wool,Male,Mid-range,6.4,Glam
Rectangle,Formal,"['Silver', 'White', 'Red']",Fall,Polyester,Unisex,Mid-range,4.3,Formal
Rectangle,Formal,"['Black', 'Gold', 'White']",Fall,Cotton,Male,Luxury,9.7,Formal
Pear,Party,['White'],Spring,Silk,Male,Mid-range,4.7,Streetwear
Pear,Business,['Silver'],Spring,Cotton,Male,Luxury,4.3,Business Casual
Rectangle,Party,"['Gold', 'Red', 'Blue']",Fall,Cotton,Male,Budget,4.2,Business Casual
Rectangle,Formal,"['Gold', 'Red']",Spring,Polyester,Unisex,Luxury,6.6,Formal
Pear,Business,['Neutral'],Spring,Cotton,Female,Luxury,7.3,Streetwear
Rectangle,Casual,['Blue'],Fall,Polyester,Female,Luxury,7.5,Business Casual
Hourglass,Casual,"['Neutral', 'Black', 'Blue']",Fall,Silk,Unisex,Budget,7.2,Business Casual
Pear,Party,"['Neutral', 'Black', 'Silver']",Winter,Denim,Female,Budget,5.4,Formal
Inverted Triangle,Wedding,"['Silver', 'Black', 'Blue']",Fall,Cotton,Female,Budget,9.8,Bohemian
Hourglass,Formal,"['Green', 'Neutral', 'White']",Summer,Polyester,Female,Luxury,8.3,Business Casual
Oval,Business,"['White', 'Blue', 'Silver']",Fall,Silk,Female,Budget,4.2,Formal
Oval,Formal,"['Gold', 'Black']",Summer,Silk,Female,Budget,5.7,Formal
Oval,Casual,"['Red', 'Black']",Winter,Denim,Unisex,Mid-range,5.5,Business Casual
Oval,Party,['White'],Spring,Polyester,Unisex,Mid-range,5.6,Business Casual
Oval,Party,['Neutral'],Winter,Wool,Unisex,Mid-range,9.6,Streetwear
Oval,Business,['Red'],Spring,Silk,Female,Mid-range,4.5,Glam
Oval,Business,"['Black', 'White']",Summer,Cotton,Male,Mid-range,4.5,Bohemian
Oval,Casual,"['Black', 'Blue']",Summer,Polyester,Female,Luxury,7.4,Bohemian
Hourglass,Casual,"['Silver', 'Black']",Summer,Silk,Female,Mid-range,9.4,Streetwear
Oval,Wedding,"['White', 'Blue', 'Black']",Fall,Polyester,Female,Luxury,6.0,Business Casual
Rectangle,Party,"['Gold', 'Silver']",Spring,Silk,Female,Budget,3.8,Glam
Rectangle,Wedding,['Gold'],Winter,Polyester,Male,Budget,2.3,Glam
Hourglass,Business,['Red'],Fall,Silk,Male,Mid-range,1.9,Streetwear
Oval,Wedding,['Blue'],Fall,Cotton,Male,Mid-range,1.5,Business Casual
Rectangle,Party,['Black'],Summer,Silk,Female,Mid-range,7.6,Business Casual
Oval,Business,['Gold'],Summer,Silk,Unisex,Mid-range,2.7,Streetwear
Rectangle,Party,"['Neutral', 'Black']",Fall,Silk,Male,Luxury,3.1,Bohemian
Rectangle,Formal,['Blue'],Summer,Polyester,Unisex,Luxury,7.6,Glam
Hourglass,Casual,"['Black', 'Green']",Winter,Denim,Unisex,Mid-range,7.7,Streetwear
Inverted Triangle,Formal,['Black'],Summer,Polyester,Unisex,Luxury,4.8,Formal
Hourglass,Formal,"['Red', 'Silver']",Summer,Silk,Unisex,Luxury,5.7,Glam
Hourglass,Formal,['Silver'],Fall,Polyester,Male,Mid-range,3.4,Formal
Pear,Casual,"['Silver', 'Green']",Spring,Silk,Female,Luxury,4.2,Streetwear
Rectangle,Formal,"['Red', 'Black']",Fall,Cotton,Male,Luxury,7.9,Formal
Inverted Triangle,Party,"['White', 'Green', 'Red']",Summer,Polyester,Unisex,Mid-range,7.6,Bohemian
Hourglass,Business,"['Green', 'Black']",Fall,Cotton,Male,Budget,8.1,Glam
Inverted Triangle,Casual,"['Neutral', 'Green']",Fall,Cotton,Male,Mid-range,8.4,Streetwear
Pear,Wedding,"['Red', 'Black']",Winter,Polyester,Female,Budget,1.2,Streetwear
Pear,Business,"['Silver', 'Red']",Summer,Cotton,Female,Luxury,8.8,Formal
Rectangle,Party,"['Gold', 'White']",Summer,Silk,Female,Budget,9.2,Streetwear
Pear,Casual,['Gold'],Spring,Silk,Unisex,Luxury,5.8,Bohemian
Rectangle,Wedding,"['Blue', 'Black']",Winter,Wool,Female,Budget,1.2,Business Casual
Oval,Casual,"['Green', 'Silver', 'Neutral']",Fall,Cotton,Female,Mid-range,6.8,Streetwear
Rectangle,Wedding,['Red'],Summer,Polyester,Male,Mid-range,8.4,Streetwear
Pear,Wedding,"['Silver', 'White']",Summer,Cotton,Male,Budget,2.8,Formal
Oval,Formal,['Blue'],Spring,Cotton,Female,Budget,1.5,Formal
Oval,Formal,['Red'],Spring,Silk,Male,Budget,2.5,Formal
Pear,Business,['Black'],Spring,Silk,Unisex,Mid-range,8.4,Streetwear
Pear,Party,['Blue'],Spring,Silk,Female,Budget,5.2,Formal
Rectangle,Casual,['Blue'],Winter,Polyester,Female,Mid-range,3.9,Bohemian
Oval,Business,"['White', 'Neutral']",Spring,Cotton,Male,Luxury,3.6,Streetwear
Hourglass,Business,"['Black', 'Neutral']",Winter,Polyester,Unisex,Budget,9.6,Formal
Oval,Party,['Neutral'],Spring,Polyester,Unisex,Luxury,3.4,Formal
Oval,Business,"['Blue', 'Green']",Winter,Wool,Unisex,Budget,2.6,Formal
Inverted Triangle,Casual,"['Black', 'White']",Summer,Cotton,Female,Mid-range,4.3,Business Casual
Pear,Business,['Blue'],Spring,Cotton,Male,Luxury,10.0,Glam
Oval,Party,"['Green', 'White', 'Gold']",Winter,Denim,Female,Budget,7.1,Bohemian
Rectangle,Party,"['Neutral', 'Red', 'Blue']",Winter,Denim,Female,Mid-range,6.9,Business Casual
Pear,Business,['White'],Summer,Silk,Male,Budget,3.3,Business Casual
Pear,Wedding,['Blue'],Summer,Silk,Unisex,Mid-range,4.7,Formal
Inverted Triangle,Formal,"['Blue', 'White', 'Gold']",Winter,Polyester,Male,Mid-range,3.8,Glam
Pear,Casual,"['White', 'Red']",Fall,Polyester,Male,Budget,9.6,Formal
Pear,Party,['Red'],Spring,Cotton,Male,Luxury,6.9,Formal
Inverted Triangle,Formal,"['White', 'Blue', 'Silver']",Spring,Cotton,Male,Budget,7.3,Glam
Oval,Wedding,"['Red', 'Black']",Winter,Polyester,Unisex,Luxury,8.5,Glam
Inverted Triangle,Business,"['Black', 'Blue', 'Silver']",Spring,Cotton,Male,Mid-range,1.3,Business Casual
Oval,Casual,"['Red', 'Gold']",Fall,Silk,Unisex,Mid-range,7.8,Formal
Inverted Triangle,Casual,"['Red', 'Green']",Winter,Wool,Male,Budget,4.7,Bohemian
Hourglass,Formal,"['Red', 'Blue', 'Gold']",Spring,Polyester,Female,Mid-range,6.5,Formal
Rectangle,Business,"['Gold', 'Blue']",Summer,Silk,Male,Luxury,2.1,Business Casual
Rectangle,Business,"['Green', 'Blue']",Spring,Cotton,Female,Mid-range,7.9,Streetwear
Hourglass,Business,['Neutral'],Summer,Cotton,Female,Budget,1.3,Streetwear
Hourglass,Wedding,['Gold'],Fall,Silk,Unisex,Mid-range,1.9,Streetwear
Pear,Casual,['Silver'],Winter,Wool,Female,Budget,2.9,Formal
Pear,Formal,['Gold'],Fall,Silk,Unisex,Luxury,1.3,Business Casual
Inverted Triangle,Business,"['Red', 'Gold']",Fall,Cotton,Unisex,Luxury,7.9,Bohemian
Rectangle,Wedding,"['Blue', 'White']",Fall,Silk,Unisex,Luxury,8.6,Formal
Hourglass,Casual,"['Neutral', 'Red']",Spring,Silk,Male,Mid-range,5.8,Bohemian
Inverted Triangle,Formal,"['Black', 'White', 'Blue']",Fall,Cotton,Male,Mid-range,1.7,Formal
Pear,Casual,"['Red', 'Green']",Winter,Denim,Male,Budget,6.2,Business Casual
Rectangle,Wedding,"['Gold', 'White']",Summer,Silk,Male,Budget,3.4,Glam
Hourglass,Business,"['Red', 'Green', 'Black']",Winter,Polyester,Female,Mid-range,8.7,Formal
Hourglass,Casual,['Blue'],Winter,Wool,Unisex,Luxury,7.5,Formal
Hourglass,Party,"['Blue', 'Silver', 'Black']",Fall,Polyester,Female,Budget,9.2,Formal
Pear,Party,"['Gold', 'Neutral', 'White']",Summer,Cotton,Male,Luxury,3.6,Streetwear
Hourglass,Party,['Blue'],Fall,Silk,Male,Mid-range,8.0,Bohemian
Rectangle,Casual,['Gold'],Spring,Silk,Female,Budget,1.7,Formal
Inverted Triangle,Wedding,"['Black', 'Silver', 'Red']",Winter,Polyester,Male,Budget,7.6,Streetwear
Pear,Casual,"['Blue', 'Red', 'Gold']",Summer,Silk,Male,Mid-range,4.5,Glam
Oval,Wedding,"['Silver', 'Green', 'Red']",Fall,Silk,Unisex,Luxury,5.1,Formal
Rectangle,Formal,"['Blue', 'Black']",Fall,Cotton,Unisex,Budget,2.0,Formal
Inverted Triangle,Business,"['Neutral', 'White', 'Black']",Winter,Polyester,Male,Mid-range,5.3,Formal
Hourglass,Wedding,"['White', 'Black']",Summer,Cotton,Male,Mid-range,2.9,Bohemian
Oval,Formal,"['Red', 'Gold']",Spring,Silk,Female,Mid-range,3.0,Business Casual
Inverted Triangle,Party,"['Green', 'White']",Spring,Cotton,Unisex,Budget,2.2,Glam
Hourglass,Formal,"['Black', 'Gold', 'Red']",Summer,Cotton,Unisex,Luxury,6.6,Formal
Inverted Triangle,Casual,['Blue'],Winter,Denim,Female,Luxury,7.8,Streetwear
Pear,Party,['Gold'],Spring,Silk,Female,Luxury,4.5,Formal
Inverted Triangle,Formal,"['Silver', 'Green', 'Black']",Fall,Cotton,Unisex,Mid-range,1.7,Formal
Rectangle,Formal,"['Green', 'Gold']",Fall,Cotton,Unisex,Luxury,2.8,Formal
Oval,Party,"['Red', 'Gold']",Summer,Cotton,Unisex,Budget,2.7,Formal
Pear,Party,['Green'],Fall,Silk,Unisex,Luxury,6.1,Glam
Hourglass,Business,['White'],Spring,Cotton,Female,Luxury,1.4,Streetwear
Inverted Triangle,Casual,"['Red', 'Silver', 'Gold']",Winter,Polyester,Female,Luxury,5.2,Formal
Inverted Triangle,Business,"['White', 'Gold', 'Red']",Summer,Polyester,Male,Budget,9.3,Glam
Inverted Triangle,Wedding,['White'],Winter,Denim,Male,Mid-range,5.7,Streetwear
Hourglass,Party,['Red'],Winter,Denim,Male,Budget,8.1,Glam
Rectangle,Casual,"['Neutral', 'Black']",Spring,Silk,Female,Mid-range,1.5,Streetwear
Pear,Party,"['Neutral', 'Black']",Fall,Silk,Female,Mid-range,6.2,Business Casual
Hourglass,Wedding,"['Gold', 'Black']",Spring,Silk,Unisex,Budget,3.6,Glam
Inverted Triangle,Formal,['Silver'],Summer,Silk,Female,Budget,4.5,Business Casual
Oval,Formal,"['Silver', 'White', 'Red']",Spring,Cotton,Female,Mid-range,3.7,Business Casual
Pear,Party,"['Silver', 'Blue']",Fall,Cotton,Female,Luxury,3.1,Business Casual
Rectangle,Party,['White'],Winter,Wool,Unisex,Mid-range,4.0,Business Casual
Inverted Triangle,Business,['Silver'],Winter,Denim,Female,Luxury,9.6,Bohemian
Inverted Triangle,Business,"['Red', 'Black', 'Silver']",Winter,Polyester,Male,Budget,6.9,Business Casual
Hourglass,Formal,['Silver'],Winter,Wool,Male,Luxury,5.3,Formal
Pear,Casual,"['Black', 'Gold']",Fall,Polyester,Female,Luxury,8.4,Streetwear
Oval,Casual,"['Neutral', 'Gold', 'Blue']",Summer,Cotton,Unisex,Budget,2.0,Business Casual
Rectangle,Party,['Neutral'],Summer,Cotton,Male,Luxury,3.7,Business Casual
Inverted Triangle,Party,['Gold'],Summer,Silk,Male,Budget,4.1,Business Casual
Oval,Business,"['Neutral', 'Black']",Summer,Polyester,Female,Luxury,9.9,Bohemian
Inverted Triangle,Casual,"['Blue', 'Green']",Spring,Polyester,Male,Luxury,4.2,Formal
Oval,Casual,"['Blue', 'Silver', 'Red']",Fall,Polyester,Unisex,Budget,4.5,Glam
Hourglass,Business,"['Black', 'Blue', 'Green']",Winter,Denim,Unisex,Luxury,7.2,Formal
Hourglass,Party,['Gold'],Spring,Silk,Female,Mid-range,3.8,Bohemian
Inverted Triangle,Casual,"['Neutral', 'Red', 'Silver']",Spring,Silk,Female,Budget,4.2,Bohemian
Rectangle,Formal,"['Black', 'Red', 'White']",Summer,Cotton,Female,Mid-range,1.4,Formal
Inverted Triangle,Business,"['Neutral', 'White']",Spring,Cotton,Male,Mid-range,1.8,Streetwear
Hourglass,Wedding,"['Green', 'Gold', 'Silver']",Fall,Silk,Unisex,Budget,5.0,Streetwear
Rectangle,Casual,"['Gold', 'Black', 'Red']",Fall,Silk,Female,Budget,9.0,Glam
Oval,Casual,"['Neutral', 'Blue']",Fall,Polyester,Female,Luxury,1.1,Business Casual
Pear,Business,"['Silver', 'Red', 'Gold']",Spring,Silk,Female,Mid-range,7.5,Glam
Hourglass,Business,"['White', 'Red', 'Green']",Winter,Wool,Unisex,Budget,1.4,Bohemian
Rectangle,Party,"['Blue', 'Silver', 'Red']",Summer,Cotton,Female,Luxury,1.1,Streetwear
Oval,Casual,"['Red', 'Black', 'Green']",Winter,Wool,Male,Luxury,2.6,Business Casual
Oval,Party,"['Neutral', 'Green']",Spring,Silk,Female,Mid-range,9.9,Streetwear
Inverted Triangle,Wedding,['Black'],Winter,Denim,Male,Luxury,7.0,Bohemian
Hourglass,Casual,"['Gold', 'Green']",Winter,Wool,Unisex,Budget,3.1,Formal
Inverted Triangle,Casual,['Neutral'],Spring,Silk,Unisex,Mid-range,8.5,Streetwear
Pear,Casual,"['Blue', 'Neutral', 'Silver']",Summer,Cotton,Female,Mid-range,4.4,Bohemian
Hourglass,Business,"['White', 'Red', 'Green']",Fall,Polyester,Female,Mid-range,1.7,Bohemian
Oval,Wedding,"['Neutral', 'Silver']",Spring,Cotton,Female,Luxury,7.9,Formal
Oval,Formal,['Green'],Fall,Polyester,Male,Luxury,9.0,Formal
Inverted Triangle,Party,['Neutral'],Fall,Silk,Female,Luxury,3.0,Business Casual
Rectangle,Casual,['Red'],Summer,Cotton,Female,Budget,3.4,Streetwear
Pear,Wedding,"['White', 'Red', 'Silver']",Winter,Polyester,Female,Luxury,8.6,Glam
Inverted Triangle,Casual,['White'],Summer,Polyester,Unisex,Mid-range,4.4,Glam
Oval,Business,['Black'],Fall,Cotton,Male,Luxury,5.5,Glam
Oval,Casual,"['Silver', 'Neutral', 'Black']",Winter,Wool,Unisex,Budget,2.3,Bohemian
Rectangle,Casual,"['Neutral', 'White', 'Black']",Fall,Cotton,Unisex,Mid-range,5.1,Business Casual
Inverted Triangle,Formal,"['Gold', 'Silver', 'Red']",Fall,Polyester,Unisex,Mid-range,9.2,Business Casual
Hourglass,Formal,['Red'],Spring,Polyester,Female,Mid-range,4.6,Business Casual
Hourglass,Casual,"['Red', 'Neutral', 'Gold']",Fall,Cotton,Unisex,Mid-range,6.7,Streetwear
Inverted Triangle,Party,['White'],Summer,Cotton,Female,Budget,5.8,Glam
Pear,Business,"['Gold', 'Red']",Spring,Cotton,Unisex,Mid-range,1.9,Bohemian
Inverted Triangle,Casual,"['Red', 'Black']",Summer,Cotton,Unisex,Luxury,4.5,Business Casual
Inverted Triangle,Party,"['Neutral', 'Gold']",Fall,Cotton,Unisex,Mid-range,8.9,Streetwear
Oval,Casual,"['Green', 'Red', 'Black']",Summer,Polyester,Female,Luxury,8.6,Formal
Inverted Triangle,Wedding,['Blue'],Spring,Cotton,Male,Budget,3.8,Business Casual
Hourglass,Formal,"['Neutral', 'Silver', 'White']",Spring,Cotton,Male,Luxury,7.4,Business Casual
Oval,Party,"['Black', 'Green', 'Neutral']",Winter,Polyester,Male,Budget,1.6,Formal
Hourglass,Casual,['Green'],Spring,Silk,Female,Mid-range,8.1,Business Casual
Pear,Wedding,"['Black', 'Gold', 'Neutral']",Summer,Cotton,Unisex,Mid-range,7.4,Glam
Oval,Party,['White'],Winter,Wool,Male,Budget,7.1,Bohemian
Oval,Casual,['Neutral'],Fall,Silk,Male,Budget,1.3,Streetwear
Oval,Casual,['Gold'],Spring,Cotton,Unisex,Budget,5.5,Business Casual
Inverted Triangle,Party,['Silver'],Spring,Cotton,Female,Luxury,2.2,Bohemian
Hourglass,Formal,['Black'],Spring,Polyester,Female,Luxury,1.1,Formal
Rectangle,Business,"['Black', 'Green', 'Gold']",Spring,Cotton,Female,Budget,8.6,Formal
Pear,Formal,['Red'],Winter,Denim,Male,Mid-range,7.0,Formal
Oval,Casual,"['Gold', 'White', 'Neutral']",Summer,Silk,Unisex,Budget,7.4,Bohemian
Pear,Wedding,"['Blue', 'Red']",Winter,Polyester,Male,Mid-range,8.0,Formal
Inverted Triangle,Casual,"['Black', 'Neutral']",Fall,Cotton,Female,Budget,3.3,Bohemian
Inverted Triangle,Wedding,['Blue'],Fall,Silk,Male,Mid-range,3.6,Streetwear
Inverted Triangle,Casual,"['Silver', 'Gold', 'Black']",Spring,Polyester,Female,Luxury,2.7,Glam
Pear,Casual,['Black'],Summer,Silk,Female,Luxury,1.3,Bohemian
Hourglass,Party,"['Neutral', 'Silver', 'Gold']",Fall,Silk,Female,Luxury,7.4,Glam
Inverted Triangle,Party,"['Green', 'Black']",Fall,Cotton,Male,Mid-range,1.7,Streetwear
Inverted Triangle,Casual,['Neutral'],Spring,Cotton,Male,Budget,6.3,Glam
Pear,Casual,"['Gold', 'White', 'Silver']",Spring,Polyester,Unisex,Budget,8.2,Bohemian
Rectangle,Wedding,"['Silver', 'Black']",Summer,Silk,Male,Mid-range,9.8,Streetwear
Pear,Formal,"['Green', 'Silver', 'White']",Fall,Cotton,Female,Luxury,1.5,Glam
Inverted Triangle,Party,"['Red', 'White', 'Black']",Summer,Cotton,Male,Budget,7.0,Bohemian
Hourglass,Formal,['Green'],Winter,Wool,Unisex,Luxury,2.5,Glam
Rectangle,Business,"['Silver', 'Black']",Fall,Cotton,Female,Luxury,4.1,Bohemian
Hourglass,Business,"['Blue', 'Gold', 'White']",Summer,Cotton,Unisex,Budget,6.7,Glam
Pear,Formal,['Black'],Fall,Cotton,Female,Luxury,9.6,Formal
Oval,Business,['Red'],Winter,Wool,Unisex,Budget,6.2,Formal
Inverted Triangle,Formal,"['Silver', 'White']",Summer,Polyester,Male,Budget,4.0,Business Casual
Rectangle,Business,"['Green', 'White']",Winter,Denim,Unisex,Luxury,8.3,Streetwear
Oval,Party,['Green'],Winter,Wool,Male,Budget,8.2,Formal
Rectangle,Casual,"['Gold', 'Black', 'White']",Summer,Silk,Unisex,Mid-range,6.8,Glam
Pear,Party,"['Gold', 'White']",Fall,Cotton,Unisex,Budget,5.2,Formal
Oval,Wedding,"['Neutral', 'White', 'Green']",Fall,Cotton,Male,Luxury,1.7,Business Casual
Rectangle,Party,"['Red', 'Neutral', 'Silver']",Spring,Silk,Female,Luxury,9.6,Bohemian
Rectangle,Party,"['White', 'Gold', 'Red']",Fall,Cotton,Female,Luxury,9.9,Streetwear
Hourglass,Party,['White'],Fall,Silk,Unisex,Mid-range,9.8,Bohemian
Inverted Triangle,Wedding,"['Gold', 'Red', 'Blue']",Summer,Cotton,Male,Budget,8.6,Glam
Inverted Triangle,Casual,"['Green', 'Gold', 'Red']",Spring,Cotton,Unisex,Mid-range,2.7,Business Casual
Pear,Business,"['Blue', 'Red']",Winter,Wool,Unisex,Budget,8.0,Streetwear
Oval,Wedding,"['Gold', 'Silver', 'White']",Winter,Polyester,Male,Luxury,5.1,Glam
Inverted Triangle,Formal,['Blue'],Summer,Polyester,Unisex,Mid-range,3.4,Glam
Rectangle,Casual,['Silver'],Spring,Polyester,Unisex,Mid-range,2.6,Formal
Inverted Triangle,Wedding,"['Silver', 'Blue']",Winter,Wool,Unisex,Luxury,2.8,Glam
Pear,Casual,"['Black', 'Red']",Spring,Cotton,Female,Luxury,2.6,Business Casual
Hourglass,Formal,"['Neutral', 'White', 'Red']",Winter,Wool,Male,Mid-range,1.4,Formal
Hourglass,Business,"['White', 'Silver', 'Black']",Fall,Polyester,Female,Budget,8.3,Glam
Inverted Triangle,Business,"['Black', 'Gold']",Fall,Cotton,Female,Mid-range,6.3,Glam
Pear,Casual,"['Neutral', 'Black', 'Green']",Spring,Cotton,Female,Budget,1.7,Bohemian
Rectangle,Business,"['Red', 'Gold']",Spring,Silk,Unisex,Luxury,6.3,Streetwear
Rectangle,Wedding,['Silver'],Spring,Cotton,Unisex,Mid-range,1.2,Streetwear
Inverted Triangle,Wedding,['Red'],Winter,Wool,Female,Mid-range,1.3,Streetwear
Inverted Triangle,Party,"['Neutral', 'Red']",Fall,Polyester,Unisex,Luxury,3.1,Business Casual
Inverted Triangle,Formal,"['White', 'Blue']",Winter,Denim,Male,Luxury,4.6,Business Casual
Rectangle,Party,"['Blue', 'Green', 'Red']",Fall,Silk,Male,Mid-range,7.2,Streetwear
Inverted Triangle,Business,"['Neutral', 'Blue']",Winter,Polyester,Male,Luxury,3.3,Glam
Hourglass,Casual,"['Blue', 'Green', 'Gold']",Spring,Silk,Unisex,Budget,4.2,Bohemian
Inverted Triangle,Wedding,['Blue'],Summer,Cotton,Female,Budget,2.3,Formal
Pear,Casual,"['Neutral', 'Black', 'Silver']",Winter,Denim,Female,Budget,8.3,Streetwear
Inverted Triangle,Party,['Neutral'],Fall,Cotton,Male,Mid-range,5.2,Formal
Inverted Triangle,Casual,"['Red', 'Neutral', 'Black']",Spring,Silk,Female,Mid-range,8.3,Streetwear
Oval,Business,"['White', 'Neutral']",Summer,Silk,Male,Budget,5.2,Formal
Oval,Casual,['White'],Spring,Cotton,Female,Luxury,6.5,Streetwear
Rectangle,Party,"['Black', 'White']",Summer,Silk,Female,Budget,8.4,Streetwear
Inverted Triangle,Casual,"['White', 'Green', 'Neutral']",Winter,Wool,Unisex,Mid-range,3.5,Glam
Inverted Triangle,Casual,"['Green', 'Black', 'Gold']",Fall,Silk,Female,Budget,5.4,Glam
Pear,Business,"['Neutral', 'Blue']",Fall,Cotton,Male,Luxury,3.1,Formal
Inverted Triangle,Business,['Green'],Winter,Wool,Male,Luxury,9.1,Formal
Rectangle,Casual,['Red'],Winter,Denim,Unisex,Luxury,2.9,Glam
Oval,Party,"['Blue', 'Black']",Winter,Wool,Male,Budget,8.8,Bohemian
Rectangle,Business,"['Gold', 'Black']",Fall,Cotton,Unisex,Budget,7.3,Glam
Rectangle,Business,"['Gold', 'Neutral', 'Black']",Winter,Wool,Male,Luxury,2.9,Formal
Pear,Casual,['Silver'],Summer,Silk,Male,Mid-range,6.8,Formal
Oval,Casual,"['Blue', 'Gold', 'Red']",Spring,Silk,Male,Luxury,2.0,Glam
Hourglass,Formal,"['White', 'Green', 'Silver']",Spring,Polyester,Female,Luxury,8.9,Formal
Inverted Triangle,Casual,"['Gold', 'Neutral']",Spring,Cotton,Female,Luxury,9.4,Glam
Hourglass,Business,"['Green', 'Black', 'White']",Winter,Wool,Male,Mid-range,4.5,Business Casual
Inverted Triangle,Casual,"['Blue', 'Neutral']",Fall,Cotton,Male,Budget,3.5,Bohemian
Hourglass,Business,"['Green', 'Blue']",Summer,Silk,Unisex,Luxury,5.9,Business Casual
Oval,Formal,"['Red', 'Blue', 'Silver']",Summer,Silk,Female,Budget,1.2,Formal
Pear,Business,['Black'],Spring,Polyester,Unisex,Budget,9.5,Bohemian
Hourglass,Casual,"['Silver', 'Blue']",Winter,Wool,Unisex,Budget,6.0,Bohemian
Rectangle,Party,"['White', 'Black', 'Red']",Fall,Silk,Male,Budget,1.3,Business Casual
Hourglass,Formal,"['Gold', 'White']",Fall,Silk,Unisex,Mid-range,4.7,Business Casual
Pear,Party,"['Silver', 'Gold']",Winter,Denim,Male,Budget,7.8,Bohemian
Pear,Casual,"['Blue', 'Green']",Fall,Cotton,Unisex,Mid-range,9.2,Streetwear
Rectangle,Party,['White'],Fall,Cotton,Male,Mid-range,6.3,Streetwear
Inverted Triangle,Casual,['Neutral'],Summer,Silk,Female,Mid-range,6.3,Business Casual
Pear,Party,"['White', 'Red', 'Silver']",Summer,Polyester,Female,Luxury,5.1,Glam
Rectangle,Casual,"['Neutral', 'Red', 'White']",Summer,Cotton,Male,Mid-range,4.3,Formal
Oval,Business,"['Green', 'Black']",Fall,Silk,Unisex,Budget,7.7,Glam
Oval,Wedding,"['Black', 'Red', 'Blue']",Summer,Silk,Male,Luxury,3.4,Formal
Hourglass,Business,['Green'],Spring,Cotton,Unisex,Luxury,4.3,Glam
